alpha_error_original_definition,analysis_nrmse,case,device,forecast_coverage_90,forecast_crps,forecast_interval_width_90,forecast_nrmse,runtime_seconds,seed_index,variant
0.0054449208241142966,0.027790783155412162,kol,cuda:2,0.8817884657118056,0.023694562016458795,0.1376887038987825,0.03248878194127748,21.754578369902447,2,native
0.021435216686221947,0.02758231226437764,kol,cuda:2,0.8984307183159722,0.023173982893622973,0.14098945293485474,0.03154522835132528,39.40351841086522,2,snr21
0.029997513477447835,0.027323170492298512,kol,cuda:2,0.9004991319444444,0.02259089370021396,0.13938795889513714,0.030712830966539147,12.117656975984573,2,apce_short_window_L1
0.029997513477447835,0.027312778194716843,kol,cuda:3,0.9002753363715278,0.02257128933595294,0.13922625332007924,0.03068653671317733,12.16489185905084,2,apce_short_window_L2
0.029997513477447835,0.027312764877561096,kol,cuda:2,0.9002753363715278,0.0225712641441945,0.1392260469022134,0.030686504164386803,12.141143731074408,2,apce_short_window_L4
0.09749416418214296,0.06102821564418275,kol,cuda:3,0.5243937174479166,0.07288743751382147,0.18137756085176238,0.10179091325101376,4.043987726094201,3,aug
0.06039776892631288,0.06231526205976548,kol,cuda:2,0.6462605794270834,0.07175468924951095,0.24088546023676688,0.10378347085681286,36.26660291221924,3,bma
0.02143521674924198,0.048529900664663984,kol,cuda:3,0.6938544379340278,0.04163605143244626,0.15292807932293853,0.06124794950604141,48.92218877701089,3,gate21
0.005452099211536998,0.04960150987498137,kol,cuda:2,0.6869574652777778,0.042726466424696366,0.15431168974209122,0.06264479562926367,21.92771782213822,3,gate_local
0.02143521685053773,0.04852836391950542,kol,cuda:2,0.6937594943576388,0.04163663024645173,0.1529081730025414,0.061248098919279945,38.33495414699428,3,grid21
0.021331911124750635,0.04864805340285296,kol,cuda:2,0.6963365342881944,0.04178765707784829,0.1543484447258945,0.06149493353796133,39.10050926008262,3,joint21
0.10015579171738909,0.04976332798080195,kol,cuda:3,0.6265326605902778,0.04433589014435693,0.13868478193883352,0.06411364074448188,21.48397726402618,3,joint_local
